plat_no,slot_number,reg_date
M971450GYI,754,2020-01-02 21:21:10
C241222BQL,360,2020-08-27 05:30:26
Y165416YHI,868,2020-01-13 23:44:44
E560365CUE,494,2020-10-25 05:05:02
E883778UKO,897,2020-11-02 05:18:51
Z929142PUK,740,2020-04-01 14:27:02
G224743XIO,77,2020-11-23 07:07:13
S103323HQS,439,2020-05-12 11:53:25
E586286ZKU,407,2020-03-07 17:50:35
U706634RNI,546,2020-12-26 23:51:42
W827147TNW,79,2020-06-07 09:27:19
W585782AZG,829,2020-12-28 00:21:44
L661901SNU,117,2020-01-26 12:26:34
T342177DHA,34,2020-06-18 15:01:15
N896107PWO,241,2020-07-05 15:06:26
N546816OQC,591,2020-11-16 18:16:44
W215851XQE,247,2020-01-29 00:46:35
G916375IOV,580,2020-11-02 11:35:08
U484297IKL,24,2020-06-02 15:15:25
X929129CYL,671,2020-03-22 20:39:07
A255020GAH,859,2020-02-15 13:20:41
V815029NKX,426,2020-05-22 05:01:49
H117528UQS,332,2020-11-29 15:56:29
L960618FAZ,834,2020-03-13 13:12:53
P559452LYP,607,2020-08-16 05:02:59
I392858RBM,243,2020-03-05 14:57:28
X928763CIE,941,2020-09-24 20:21:32
F765801FOZ,590,2020-07-27 13:32:04
Z858083JAH,300,2020-04-13 13:40:34
O926887MDA,582,2020-12-27 09:28:44
I389644PVG,591,2020-11-15 15:53:17
U862082DFG,855,2020-11-26 16:28:13
U812423XTF,944,2020-01-27 23:27:24
X554117FKY,432,2020-10-30 05:29:10
B679292MZW,627,2020-01-09 13:01:16
R565001VZA,231,2020-03-24 02:29:43
M634641SNV,197,2020-02-22 20:06:18
W743671EQI,975,2020-10-13 06:34:26
F495843PYE,604,2020-09-19 00:41:07
V818359YIR,340,2020-07-24 05:18:20
P138306AKO,640,2020-08-07 11:50:07
B157823VLE,552,2020-11-11 23:14:00
X963283JQZ,92,2020-05-22 22:11:22
U812389HXQ,719,2020-09-30 19:16:00
R299198JPG,151,2020-02-24 02:08:17
M646643PNX,530,2020-09-22 03:50:40
J921221ZYZ,850,2020-12-03 18:53:14
J911562ORJ,636,2020-06-26 07:46:00
Q649881RWN,276,2020-08-17 05:10:22
G383826AZD,992,2020-06-18 02:49:17
P303747DEE,429,2020-04-09 10:56:20
Y449201FCS,256,2020-07-14 20:46:53
K101973ZPT,194,2020-01-26 03:27:04
D106586WSP,913,2020-02-29 05:12:52
F669554WOK,685,2020-07-04 16:26:51
D118548PLN,957,2020-10-07 00:31:30
G673176VOU,725,2020-08-29 04:12:50
Z200355ROS,44,2020-09-28 21:35:03
J932766EHX,931,2020-03-10 01:30:05
U611005CJX,848,2020-07-02 19:07:36
Y970061EHP,800,2020-10-18 04:12:18
P298734QKK,295,2020-12-26 01:33:07
O952997NEC,617,2020-10-22 02:28:03
L203705HXM,4,2020-01-24 02:19:58
C326144CLI,264,2020-06-08 19:36:45
Q553989PDX,923,2020-04-02 09:24:44
N706028QKO,270,2020-07-15 07:10:09
I758787NZR,852,2020-12-22 01:42:05
S408415DVM,455,2020-08-28 01:55:17
S304170WVF,281,2020-03-30 21:30:50
S618375XHV,969,2020-05-11 18:54:30
P409360UZO,533,2020-06-04 19:27:13
X691875IXP,295,2020-04-25 19:26:21
C295465ROP,647,2020-07-29 06:56:32
Z349120EIY,898,2020-03-14 08:56:06
Q425486FAW,767,2020-10-24 14:21:56
Z389168UEL,231,2020-06-02 21:14:15
C891270NHB,410,2020-10-17 21:11:12
Y534134WPK,628,2020-06-04 14:10:15
O273148CEN,579,2020-10-22 05:46:07
B976273UNO,852,2020-09-16 10:35:09
T857055AIU,76,2020-04-10 19:25:48
K474394STE,431,2020-07-08 18:11:52
U941253VUK,324,2020-04-04 15:56:37
K547077WRW,726,2020-01-05 01:00:01
C375985TTC,846,2020-07-26 01:44:37
W808159UHP,470,2020-02-10 09:01:25
B163229WWW,466,2020-09-18 03:19:48
I538041MOL,993,2020-04-19 02:08:50
Y804307VQW,563,2020-08-31 01:11:55
L964925JKW,122,2020-03-05 04:22:48
P981655LLZ,363,2020-10-04 21:07:31
U502359CST,142,2020-09-19 21:58:40
Z617032KXU,95,2020-10-31 00:43:02
L796112LQV,942,2020-09-30 05:51:29
C777529BKZ,537,2020-04-07 16:50:46
L268944FTC,3,2020-01-10 00:30:41
T729428BMP,434,2020-03-27 19:23:20
X361804RRI,113,2020-06-15 12:03:05
X475251HVO,738,2020-05-14 21:09:48
L798714SGE,900,2020-05-14 16:38:26
Y407954AZW,257,2020-07-04 15:41:23
C361209HMB,272,2020-04-07 02:24:26
Z220995LXR,103,2020-11-13 16:11:21
D328530MOJ,484,2020-09-26 00:44:38
P259089IOC,49,2020-06-17 15:52:31
E726660NOO,462,2020-12-20 10:56:07
V314805VHM,455,2020-08-11 04:08:33
L437967NFI,883,2020-09-12 01:02:45
C247821JQQ,991,2020-11-02 22:04:16
I418804ZVG,201,2020-06-12 19:49:38
M664058DHY,981,2020-03-23 16:50:48
T904781VBJ,352,2020-08-06 14:44:19
N593980FBF,816,2020-09-27 09:45:01
U703811CBH,519,2020-12-08 17:17:49
H476449WGO,736,2020-07-15 14:04:10
L574969NLF,244,2020-09-17 14:06:52
V264420KSD,45,2020-06-12 07:19:29
E624732SHW,574,2020-08-18 18:11:56
Z653081DEW,26,2020-11-15 21:18:50
D250764BXD,555,2020-07-28 04:23:07
H415645VXJ,559,2020-12-31 21:26:18
O690533NZS,308,2020-12-08 17:44:49
E468817AZI,77,2020-08-19 04:37:06
Q821370CDA,523,2020-04-25 15:47:31
B523259IYF,859,2020-07-23 07:32:52
T606822ZNB,151,2020-03-25 14:46:07
C143048GZJ,95,2020-05-24 13:03:20
T349979PPT,306,2020-04-07 03:04:36
M770365LRJ,855,2020-11-12 21:06:47
Q847689GJC,370,2020-04-19 21:00:21
K196639ENS,655,2020-09-02 01:21:27
Q216949LIT,754,2020-02-06 10:27:01
P575477PCA,108,2020-01-20 20:14:23
X290892DLH,595,2020-10-10 08:20:39
Z348222KFL,853,2020-12-26 04:33:33
K757862SCS,836,2020-04-22 09:56:33
K443859LBE,739,2020-05-02 03:33:06
A329194GHK,422,2020-12-02 02:48:45
T208772EHJ,760,2020-05-05 22:44:53
J587332WXF,25,2020-01-03 20:45:33
M332925PHB,393,2020-07-12 02:25:14
F168419OEZ,943,2020-04-29 07:59:06
Q910785HMB,534,2020-05-22 01:07:48
X659105GCL,163,2020-12-18 10:18:16
X742061RRB,162,2020-09-30 05:27:49
U391322CGO,803,2020-07-20 06:07:45
Q891877KUC,554,2020-05-21 06:11:44
F358237XXZ,741,2020-08-12 15:57:00
G921276AZC,321,2020-05-02 20:02:29
C219303HIX,18,2020-10-31 18:59:12
R749962RUK,585,2020-06-05 15:15:23
W572082YLY,943,2020-11-03 11:26:17
G626312ZEQ,388,2020-02-27 09:45:37
K152381QGW,500,2020-02-22 15:37:35
Z782859ESG,221,2020-05-05 22:20:43
W239471EHD,767,2020-07-15 23:33:49
M107037KMW,72,2020-09-14 13:55:26
P262779LAH,497,2020-02-05 20:57:48
T568460DDM,311,2020-11-14 17:05:01
T841918PTA,977,2020-11-29 10:09:38
E310173ASK,243,2020-01-02 03:43:36
Y850582HGZ,936,2020-04-03 11:34:06
U695066XUZ,245,2020-07-23 13:35:53
Q172618LXG,499,2020-03-17 20:45:39
A142116XRZ,170,2020-06-26 03:16:10
A198894HBP,276,2020-03-16 17:16:30
G113300JMX,224,2020-04-18 09:25:55
X622965RMJ,979,2020-09-26 22:26:41
T247913ESR,136,2020-01-19 00:14:16
Q826107JIA,124,2020-02-18 01:40:49
C224288SGH,913,2020-09-28 17:29:21
Z713911VXU,266,2020-07-19 14:41:34
S748163HFJ,903,2020-01-23 17:03:22
D538011WDI,978,2020-09-15 22:55:41
P404509HBV,803,2020-08-20 15:53:33
E951831QSI,499,2020-01-11 15:17:15
L774918RRU,975,2020-03-04 01:43:11
L322239NYK,192,2020-12-13 07:53:02
R913534ULY,281,2020-01-17 01:30:17
Z926320DRT,397,2020-08-23 20:26:44
E552951JUS,196,2020-07-07 01:05:25
K474274OUZ,572,2020-10-27 13:44:42
K100068APA,96,2020-09-09 21:27:06
U229353ZWT,35,2020-10-29 11:13:34
Y197231HFW,257,2020-11-25 20:41:55
F702564IXE,513,2020-09-29 15:02:05
N859066AZI,60,2020-12-31 11:28:26
W578076HAO,632,2020-09-18 03:59:12
B160093TJA,954,2020-03-07 21:59:10
U218636OKS,831,2020-11-02 05:30:21
V541021AEW,14,2020-06-10 11:29:18
W102995CJW,331,2020-07-18 05:46:17
F800081RNQ,246,2020-11-30 02:49:32
Q238968SCS,320,2020-12-31 05:26:02
D867977BKX,712,2020-02-12 06:22:36
V451302RZK,624,2020-10-26 08:56:55
I139765PES,667,2020-05-12 16:17:30
S151561NGL,485,2020-03-15 20:06:40
Y625802MWF,486,2020-01-18 18:13:42
V821807BZT,47,2020-10-05 00:58:39
H402098PII,465,2020-10-31 04:23:01
J657198QJG,526,2020-08-09 17:53:06
K179137NMZ,712,2020-04-12 16:31:42
Q530539OYS,412,2020-03-26 01:05:20
Q392580IGA,86,2020-12-27 11:02:28
P725495MSG,567,2020-04-03 23:59:25
N144230PDU,246,2020-09-03 08:02:17
U943045UJV,562,2020-08-01 07:18:30
B999393HTE,238,2020-12-11 06:05:40
Q893102CMO,936,2020-01-17 15:53:57
W676743PGE,159,2020-05-31 10:54:22
Q249596GLX,812,2020-10-02 16:36:04
M323079YDR,549,2020-10-26 17:11:32
L319966YFR,813,2020-07-16 04:46:45
Y255891NIL,6,2020-06-18 04:20:05
A262422WIF,251,2020-02-07 20:39:16
S424126JNV,668,2020-07-28 13:17:41
A646624LES,727,2020-06-20 03:25:39
T451113KCI,771,2020-02-13 01:24:33
Z404950ILH,713,2020-07-18 16:06:01
J714430XIB,112,2020-08-18 00:34:29
O686825JQQ,594,2020-04-01 07:01:07
H600049QDM,51,2020-01-29 19:42:30
L371909GLA,644,2020-09-20 13:10:36
W600309FJP,638,2020-05-21 09:23:56
T343693GRM,670,2020-06-27 15:40:20
G827161XGS,425,2020-08-21 02:28:40
M346484OTI,100,2020-06-27 23:25:59
X720247MQV,239,2020-11-21 03:22:57
M257050ZKR,115,2020-11-02 08:15:30
W615300BAE,668,2020-02-24 20:05:58
O266055RFV,919,2020-01-15 21:32:41
Z289435KDO,580,2020-03-09 18:53:28
A562101FSX,42,2020-07-28 19:07:20
I868572PQI,913,2020-01-30 06:57:20
K758098VVP,733,2020-02-01 14:37:21
U230048FST,338,2020-02-05 10:58:50
R893745ITF,255,2020-03-10 15:29:38
R657996QWH,725,2020-05-06 02:16:36
G962899QTK,125,2020-11-16 09:30:51
O843129CAR,248,2020-04-12 03:43:57
M626481TVQ,389,2020-02-02 03:06:51
N701909SCC,642,2020-07-17 09:22:33
M486486GGQ,342,2020-11-17 15:54:20
W773595KCM,158,2020-09-08 10:25:53
A739110KSD,567,2020-01-21 21:32:39
F193840CJB,649,2020-11-02 12:58:48
N486634HOP,668,2020-01-03 01:52:16
L582989RRI,597,2020-01-26 17:42:50
N465678GXS,561,2020-03-28 03:02:25
O856727SBG,942,2020-05-10 19:52:13
Z280912OHS,842,2020-04-30 01:29:22
R453849MOA,87,2020-04-29 01:25:43
I191755VYO,426,2020-12-06 11:48:27
V368690UOS,572,2020-05-03 09:18:31
Y910701GIC,538,2020-01-06 10:58:39
B841722HCI,813,2020-05-31 14:29:13
H181253AVW,413,2020-01-28 06:44:40
U502630NKV,518,2020-03-07 07:38:40
B205920JTX,127,2020-07-13 13:13:20
N376524LZE,267,2020-07-21 02:30:17
O172598HLP,735,2020-08-24 05:17:08
M373207AOR,438,2020-01-17 18:32:03
L436553CHA,942,2020-05-17 21:34:11
S261517SYP,178,2020-01-17 22:25:16
S513797GPH,294,2020-12-10 16:19:36
R175662FZX,512,2020-08-16 07:46:09
E950327ETZ,72,2020-06-12 16:16:12
Q982372FKP,714,2020-04-04 05:32:10
W511821WWT,288,2020-07-23 22:46:56
A643923BGV,589,2020-05-11 07:37:16
O168160LKO,800,2020-01-20 09:38:14
L569783SCY,759,2020-11-03 19:23:07
N757808VHX,456,2020-01-22 07:10:47
S116546GII,686,2020-02-13 01:23:12
Q508784WRQ,756,2020-03-14 04:09:19
Y183279PWI,4,2020-02-05 08:06:48
E248151EKC,480,2020-12-11 15:28:21
Q234260YIV,570,2020-03-11 01:04:19
Y209858XUY,451,2020-09-08 16:25:19
H622507SRT,383,2020-02-18 01:27:40
I611001NKA,610,2020-07-01 22:03:36
O237175WKJ,132,2020-09-06 11:50:05
K304577JHI,150,2020-05-04 11:45:35
B297797RCA,792,2020-03-25 01:24:31
H589482OCO,609,2020-10-20 21:36:38
Z188876XBV,793,2020-09-11 05:26:38
U132195AQK,741,2020-10-16 07:58:41
E128462YLF,471,2020-07-31 22:08:08
F786507KLS,628,2020-11-13 14:58:58
U465130MSZ,71,2020-04-22 12:45:08
H736207QZN,319,2020-10-15 07:40:28
G559171MSU,93,2020-02-28 22:09:00
A328970WQK,485,2020-08-15 10:35:51
U395168SQA,253,2020-09-22 05:07:54
D246902QMN,782,2020-05-10 15:30:01
X189733KRL,361,2020-09-29 19:27:57
O520865JXE,520,2020-12-01 04:02:53
W423971IVH,802,2020-03-21 19:28:43
Q235738VTZ,174,2020-06-05 12:23:01
O401897AVW,110,2020-07-21 02:01:13
E608648WBH,705,2020-06-08 19:44:25
P880810SCY,125,2020-10-26 00:27:29
Z341955SWR,350,2020-04-24 14:13:19
R388834CJH,531,2020-09-19 17:00:38
A779305YRB,942,2020-01-05 08:36:23
G375014ZRW,762,2020-03-23 16:16:33
Z711004YJT,756,2020-11-12 13:17:26
E236960QLJ,376,2020-12-10 23:41:36
B633840GML,616,2020-08-14 02:09:42
G609142KYS,686,2020-11-03 00:55:54
G154967RDZ,488,2020-04-12 16:57:42
W495822YWF,772,2020-05-21 06:41:41
H976245YSE,733,2020-02-11 22:33:24
F654022QJN,578,2020-02-29 14:55:34
N583134AXA,740,2020-02-07 23:47:16
K998982JHN,330,2020-09-29 05:37:34
H599323LSL,317,2020-02-21 06:29:37
J366535BXE,402,2020-03-22 06:53:35
I713412GKZ,461,2020-08-28 16:58:13
A773537ZCX,497,2020-10-30 23:40:44
F254828CTA,352,2020-01-30 01:16:28
Y474798AGC,559,2020-01-17 15:28:02
M467432MIU,338,2020-11-21 07:35:23
V635136GDB,844,2020-10-25 04:29:52
B182651EOH,963,2020-06-18 22:48:59
J610786VLL,156,2020-01-22 05:47:47
E192544UGK,732,2020-05-08 00:03:53
O830229RIQ,535,2020-01-02 14:17:02
V643647FTW,955,2020-01-12 03:14:39
X344713SWL,749,2020-04-18 16:46:51
G519403XYS,618,2020-10-13 19:57:00
N386659SXG,628,2020-09-28 06:42:09
P370507UIU,199,2020-12-08 08:44:41
U817185GAZ,168,2020-08-16 05:12:04
B801364PNI,331,2020-04-24 10:56:12
C542439INF,476,2020-06-10 22:13:13
U455499UGP,198,2020-10-24 21:18:29
K851346IJB,337,2020-07-17 04:00:05
X947349ZUM,401,2020-11-20 18:46:06
F957486XPJ,784,2020-09-23 13:08:33
J500948MTQ,833,2020-09-08 10:43:06
A415341AQM,280,2020-02-18 07:27:58
W723837PUG,230,2020-11-21 22:26:06
P712978JQQ,453,2020-08-22 07:43:14
U101600JRY,482,2020-08-22 23:59:31
S674751TGQ,513,2020-11-15 20:28:04
Y211753VJY,600,2020-04-07 09:06:29
Y505398ROI,439,2020-05-29 20:15:46
Y693785UQP,86,2020-03-15 18:08:35
B256626DZI,449,2020-08-01 21:29:37
N245492ULC,366,2020-06-16 15:21:02
R418386VFO,529,2020-10-14 11:41:08
Y177309FGS,89,2020-03-16 20:42:29
S328980HQR,566,2020-05-26 14:33:35
M695234HFZ,38,2020-09-18 06:01:18
Y160714RHI,927,2020-09-16 02:54:01
D613281DQL,861,2020-10-25 08:53:27
Y538887PTZ,804,2020-05-07 00:32:29
E144510ZOY,899,2020-11-06 14:08:08
T930121XGE,272,2020-04-09 11:35:44
S958554RKT,316,2020-08-23 07:16:35
M113126JYK,624,2020-07-23 07:26:12
K735544EYQ,764,2020-01-15 06:10:21
P255059AVC,45,2020-11-22 09:25:55
Q581801KPR,236,2020-07-10 08:54:02
T464256MVD,324,2020-12-31 22:30:53
K990968FQF,138,2020-01-03 00:33:04
B474282IVL,745,2020-03-08 12:00:00
U188143RAO,329,2020-11-24 11:26:23
L146274OZV,235,2020-11-09 09:57:49
Z878289DSN,13,2020-08-17 01:58:09
B107224DSV,689,2020-10-24 12:22:38
V183781BEP,635,2020-06-17 01:43:42
R719715ZBJ,335,2020-01-28 02:22:16
C949513MCZ,289,2020-01-02 09:07:13
P338341AXU,653,2020-04-15 22:33:18
R351103AJF,665,2020-02-09 00:41:56
N693257PCN,507,2020-01-10 07:29:38
Y424305FQL,521,2020-01-13 13:02:05
G354864TXW,996,2020-09-07 11:25:46
F126383GGX,518,2020-06-22 11:01:01
W478562JFE,447,2020-10-30 12:01:15
G540707ZPO,51,2020-06-28 07:06:55
N912277QHI,763,2020-06-06 17:17:54
Z323636IXZ,843,2020-09-01 23:16:42
Q468781TJV,852,2020-12-18 19:43:37
V840174TNP,1,2020-11-26 02:11:47
Z177610BSC,986,2020-12-20 18:06:08
E146945XSE,369,2020-04-30 05:31:47
M328540KPA,559,2020-10-16 05:00:44
K824883ZAI,712,2020-02-17 11:10:13
V385435CNK,857,2020-01-07 20:01:18
Z939940MHO,170,2020-11-19 06:55:17
U594122AOV,641,2020-08-27 10:59:17
U499736IYM,173,2020-08-25 18:13:19
X946098OGJ,401,2020-12-14 01:52:40
F154367XIA,219,2020-01-23 12:37:56
F135259VDE,604,2020-11-03 21:22:30
J958116YHS,544,2020-12-25 18:25:43
J236677QVR,999,2020-08-16 07:24:50
O133344JIO,525,2020-03-15 10:31:14
O131971QPQ,466,2020-07-01 12:52:32
D139278LXB,752,2020-02-02 13:11:02
G558026QQB,909,2020-05-11 21:53:28
Z340070QZB,823,2020-10-31 23:37:07
D774609HSD,303,2020-01-05 14:43:45
O370512XYS,451,2020-12-11 07:55:25
O146307SIP,549,2020-05-30 01:37:32
B217902DUZ,905,2020-03-07 00:10:14
A918051RMD,626,2020-09-21 21:39:53
Z631313PCO,172,2020-02-13 02:05:38
Z487932HYZ,56,2020-02-23 02:29:43
W520639BGI,909,2020-01-31 13:36:46
G439468OGC,346,2020-11-23 00:11:34
C511684VXO,557,2020-03-20 08:05:32
U299387TAM,976,2020-06-02 15:40:47
N724734ZED,685,2020-08-05 13:39:20
A248807TWF,478,2020-05-18 00:57:27
L986208UAO,761,2020-08-29 11:15:58
T854811NIJ,193,2020-03-23 08:47:18
T805181GLK,721,2020-09-03 04:24:17
P717618TPV,913,2020-11-22 21:02:17
Q526517SJC,106,2020-09-10 00:50:40
F450087QCH,521,2020-12-01 09:03:15
R552849NAK,716,2020-01-31 02:13:16
U853955ZLU,306,2020-11-05 10:05:22
C878664JFY,429,2020-03-18 09:02:45
R303194STD,610,2020-07-19 08:32:45
K520626DFQ,256,2020-11-27 22:08:20
G876535HQS,306,2020-03-17 12:25:51
E400646DNE,282,2020-11-30 18:04:30
U258178DRN,873,2020-07-08 11:13:51
N583578FOI,834,2020-04-07 00:41:49
A316759QQG,66,2020-07-10 17:19:29
R876435ANP,483,2020-03-18 10:16:15
J459750IBI,651,2020-05-13 04:45:17
C126816EAF,593,2020-09-29 09:17:03
R835394VUH,767,2020-06-20 16:18:10
K745679FDR,283,2020-07-25 08:56:01
N189995CFV,925,2020-10-29 22:04:23
X233063QNJ,648,2020-03-18 19:09:47
X726395QOH,568,2020-01-04 09:03:06
P692912NEI,181,2020-03-05 05:41:33
K769218SJL,231,2020-01-06 23:49:39
P778826SEX,109,2020-02-10 17:51:23
H731673QNY,810,2020-08-20 10:48:12
D806602NVA,713,2020-08-20 11:43:25
F886306WVT,456,2020-04-18 09:05:07
L727791VBZ,573,2020-06-21 06:05:11
Z702164VBO,950,2020-08-26 12:53:54
K430164XGR,80,2020-01-14 18:19:28
R531757NRI,426,2020-04-30 06:27:27
Y895579DES,570,2020-08-24 23:59:32
I585647KVD,770,2020-11-02 15:59:41
U916679AJW,804,2020-09-18 16:27:48
G371900KEN,547,2020-03-02 18:04:33
C586526FNH,59,2020-04-11 19:00:03
W616268VQK,387,2020-03-04 17:11:22
R130493ZJZ,996,2020-10-16 16:41:47
Z697930AJH,620,2020-02-03 09:22:39
G216030SOF,373,2020-01-05 05:24:31
R262704GKL,215,2020-10-21 10:28:51
N266848QDG,59,2020-10-24 12:21:14
U709064OWR,747,2020-11-27 03:34:37
D109819UWJ,769,2020-04-06 12:20:27
V456059TQV,848,2020-12-14 22:30:51
W597651AJN,65,2020-02-08 11:31:13
I351621BNN,440,2020-05-02 23:27:40
W589279GNW,383,2020-04-12 02:14:05
Y822828SBH,908,2020-03-23 12:02:49
F855453VKT,945,2020-09-05 10:22:05
T528368FBW,718,2020-07-05 08:58:20
F915537KLN,375,2020-03-29 20:27:15
H813394DJJ,20,2020-07-22 16:38:22
D846291WPQ,328,2020-03-23 00:52:07
V515086TVZ,297,2020-08-03 10:01:40
A929138LFN,819,2020-01-20 02:25:26
C960352UBB,698,2020-06-13 09:23:34
X729688RKK,95,2020-01-17 17:33:50
X574596SAF,557,2020-06-04 05:45:10
I458529BZL,951,2020-02-21 01:53:16
Q117861VOV,389,2020-07-21 02:44:36
P133717VES,731,2020-02-02 21:30:16
I817429CIZ,235,2020-09-12 01:06:22
N418862QDB,412,2020-06-17 15:46:58
C186202AFT,828,2020-12-02 22:42:25
N171355FZW,774,2020-11-04 02:47:51
X324201DHW,218,2020-10-23 22:37:52
E711863JXQ,108,2020-11-23 03:49:56
W413481ASQ,144,2020-09-17 10:01:57
M190441YIT,466,2020-09-05 23:12:00
I676454PHG,550,2020-02-19 17:12:01
O583246RZR,146,2020-09-26 02:14:44
L757474GMI,246,2020-07-24 18:47:29
N577077NMB,182,2020-11-30 16:46:08
B972329UDA,66,2020-03-26 01:29:48
T348914PSP,758,2020-01-19 23:40:29
L957812BVU,380,2020-06-22 17:47:33
H804400AHG,919,2020-08-02 00:30:16
M414680XMA,920,2020-12-22 21:01:57
P210231JRW,887,2020-04-22 19:57:50
F105802DKL,891,2020-10-11 04:52:57
H428763QSX,40,2020-11-21 20:32:09
N312257APX,287,2020-05-09 22:15:17
B713508HBM,910,2020-01-31 11:58:34
J445178LXT,558,2020-12-24 11:39:59
V196200QTL,496,2020-12-20 05:21:04
C515738HPU,998,2020-03-01 13:10:20
H171785MFJ,491,2020-11-08 21:46:11
I284433TMA,426,2020-01-09 12:31:09
Z360673PYZ,274,2020-07-02 20:33:59
A576454YNM,474,2020-05-02 00:43:44
H357173KJJ,859,2020-08-24 01:04:50
E863028QCN,524,2020-07-06 03:25:48
T218416HQG,621,2020-04-29 18:13:48
D176703NFM,900,2020-06-10 21:55:06
Z642164BFE,94,2020-03-03 15:10:44
C584062NRK,433,2020-01-09 00:07:36
D573388LGF,143,2020-03-04 16:29:52
T841627SJG,959,2020-01-24 02:10:37
N541774WMI,164,2020-11-22 23:18:37
U469053VKS,949,2020-12-16 22:12:48
L343171YLP,448,2020-11-28 04:07:17
B440585ZXW,93,2020-08-19 22:37:48
D999132INV,192,2020-10-12 19:54:41
P419763EMC,798,2020-02-27 14:43:31
X367051QQR,290,2020-01-12 22:10:45
G586778FEY,820,2020-04-15 15:39:51
I188520TPN,771,2020-03-27 07:13:53
S757096CQF,323,2020-04-04 00:35:42
L167869RLF,94,2020-03-06 14:18:26
H224024WME,146,2020-03-08 01:18:44
O119703KME,817,2020-09-15 09:13:31
I488987TGX,396,2020-10-14 11:07:30
S829955HUU,482,2020-12-26 13:44:03
D258603BKW,517,2020-01-13 18:10:26
G589467FRF,976,2020-05-26 11:22:19
D195142HUR,81,2020-02-16 09:21:34
Q158111QZL,726,2020-02-25 13:47:56
Y656976BPB,410,2020-05-27 23:22:49
Q321646FAY,51,2020-11-19 18:19:52
R343713QFP,885,2020-07-18 22:29:11
Q603353RBS,865,2020-07-03 03:52:27
P630135QPI,944,2020-11-16 03:28:54
D899068GTB,457,2020-11-13 20:45:20
R427006NMJ,289,2020-05-26 15:41:39
T668833CFZ,427,2020-03-27 01:27:50
B687923QRC,908,2020-01-10 02:20:34
N471918WDD,918,2020-03-22 09:21:17
C297209HVQ,985,2020-08-14 05:28:07
F770017DUO,590,2020-09-23 10:57:19
V760928YFM,207,2020-07-12 15:51:22
C989370FLE,937,2020-05-13 01:25:21
R543341IQG,408,2020-07-20 07:59:47
C457236JSI,643,2020-08-11 22:40:54
O296227GWB,704,2020-05-13 14:44:40
J956502BMJ,121,2020-10-27 06:21:01
K953598LAQ,709,2020-07-25 05:55:38
M881171SIH,951,2020-06-02 00:43:31
I416738BWC,904,2020-04-12 02:51:07
I216742MJR,617,2020-12-06 13:02:00
K636409UGS,863,2020-02-02 05:04:53
M369711DEH,89,2020-07-15 16:06:06
L790881RBC,500,2020-11-24 16:55:13
P480387TOH,580,2020-03-17 11:58:22
Z387251YKX,795,2020-10-09 04:40:24
H863760KYP,186,2020-11-26 01:22:47
O302012QSY,629,2020-01-03 19:41:34
Y626853MTO,579,2020-12-08 02:30:16
W871889HEF,158,2020-04-22 19:57:23
T275619NBS,917,2020-02-25 03:48:47
U260882LWT,423,2020-06-07 13:30:42
R829781QXM,176,2020-12-30 21:15:55
E780286ESA,223,2020-04-26 08:15:41
Y866452TEL,80,2020-10-07 02:51:13
S119413PVU,57,2020-07-06 00:33:54
P915517EBZ,818,2020-03-02 06:49:30
Y151091OZR,715,2020-07-12 16:07:36
V172461KPC,450,2020-02-14 22:15:20
L825501LXN,49,2020-01-30 04:16:54
M713259PCK,879,2020-06-27 15:04:46
K867753SKG,326,2020-02-27 16:52:46
V823266WFP,215,2020-10-22 02:14:22
R196616QNA,449,2020-08-30 17:03:43
O307426BWW,70,2020-08-09 17:04:46
P930156TOF,64,2020-10-22 17:52:21
A811898CJY,280,2020-11-03 11:27:37
E797353BYF,507,2020-04-11 05:03:58
W855586SPP,928,2020-07-30 23:46:19
P840963CFI,679,2020-12-23 02:01:14
G381341FUR,548,2020-05-29 11:32:15
K428713DID,786,2020-10-05 02:36:23
Q359061NLL,282,2020-05-06 00:46:49
F425171WVS,837,2020-02-04 07:31:52
N427295HPW,636,2020-06-19 14:22:18
S102746ONF,917,2020-09-05 10:55:21
K475824HBJ,861,2020-11-06 04:34:45
D618167JUN,202,2020-05-23 18:13:16
C731715LWO,4,2020-02-11 14:27:55
H769916SQE,319,2020-10-12 12:07:33
F703154SXN,934,2020-12-21 11:30:06
I739440CGA,892,2020-10-06 18:36:14
N346559IDG,457,2020-12-09 14:45:33
D673271HZO,22,2020-09-26 18:07:11
Q449013DQA,479,2020-05-22 09:17:46
D387918LKG,725,2020-05-24 09:53:20
Z377039LGI,69,2020-12-15 08:27:52
U541911KEQ,333,2020-09-17 09:49:37
P687511WCD,67,2020-04-10 16:12:14
I702935KIF,8,2020-02-19 21:52:12
A917187WPM,717,2020-04-10 08:06:10
D660922OZO,843,2020-12-20 16:40:25
J629809GWJ,149,2020-10-06 11:55:02
S243557WMV,708,2020-11-20 10:13:43
Z320873UYN,846,2020-02-23 01:45:24
V840638TCN,208,2020-06-02 02:55:27
C995672WSW,244,2020-10-15 17:23:48
A975525TWH,20,2020-07-20 09:24:34
J291838OWE,884,2020-12-13 10:02:15
C967190SHG,913,2020-08-06 05:09:34
Q202838SRB,927,2020-03-29 21:47:25
Q928396UBE,74,2020-02-21 15:15:05
A948882XAZ,922,2020-11-15 17:00:32
U130340WKF,132,2020-07-13 12:43:30
